individuals,ws
0,-3.296260432579667
1,-2.623006167385244
2,-3.28578435983874
3,7.176436446463619
4,-1.6502262412019364
5,3.5755734295866106
6,1.3560160146725524
7,3.9440252688181427
8,4.6275041924645945
9,2.3621646571923414
10,-1.4951451839021686
11,-1.4239731760255565
12,-3.747773996463778
13,-6.530206661985427
14,-3.2754568400195185
15,4.275896556846915
16,-2.8870459061388862
17,-3.5328504269783334
18,-6.957725380765018
19,7.814354549309108
20,-1.6686977970677208
21,-14.629879687833698
22,-7.666159008595268
23,4.796130689182883
24,8.099257276340685
25,3.8083113688183152
26,0.39179480300941066
27,1.085977529273122
28,0.3263263028562301
29,-3.5544910450880787
30,6.880786992173455
31,1.1271558624215507
32,12.166025256053764
33,-0.36004343579995085
34,-3.8766322655422645
35,2.3548012934064144
36,-1.4847720823020252
37,1.1048669684707564
38,-6.3042664085572735
39,0.4585412606807271
40,-3.576163372486098
41,1.7779765312802303
42,2.4227154926466783
43,-1.5277742162080779
44,1.1294379489376778
45,2.6678112575138595
46,-3.3304698145212344
47,-1.8928309316773657
48,5.991261699182423
49,3.864387888854389
50,7.620704694024383
51,-2.0274624874299128
52,6.287291047696487
53,5.59688353988471
54,0.3794829033054611
55,0.1705716010449675
56,-7.851845619739068
57,1.2759424040462672
58,4.028904700562304
59,-0.028040320105947314
60,-7.024151691039081
61,-1.4526999479754223
62,-0.3227607230523808
63,-1.4002748093739923
64,-1.8333189465166306
65,-2.769700251192663
66,-8.939662548383362
67,-4.599842349192379
68,0.8675249123140433
69,-1.158259968226869
70,-3.6702060903908738
71,0.3541011948830961
72,-4.484879212992453
73,3.9916218311724903
74,-7.528820238393556
75,3.190486223488706
76,-5.314798752033723
77,-0.1864895225116281
78,0.09925316156319619
79,-6.631961642373609
80,-1.6050631762564702
81,-3.6557227256861426
82,4.6114192254909705
83,1.9477489318074674
84,5.319556070726431
85,-9.375010791198456
86,5.963510281593992
87,5.455148758953072
88,2.9616591473398493
89,-2.301094265391173
90,-9.260171884206478
91,5.903243850435187
92,1.262844945397454
93,-2.646869854297592
94,-1.0379205711859274
95,-1.0441085000985257
96,-2.2660130873155993
97,0.08151280723610876
98,-0.8667139764216039
99,-0.3248853289487249
100,-11.733560294337178
101,3.265044569152791
102,0.4981202064340319
103,-4.696345401727753
104,-8.30930979163346
105,6.499605041135728
106,-4.1370888736791676
107,0.918207423751056
108,0.2067213591519251
109,1.2173093154265842
110,1.6151100520249941
111,0.21431681915489276
112,-3.6135372220941893
113,3.9663843570431796
114,-2.7006620527205625
115,-1.471272886488537
116,-6.489972834461542
117,-0.8028189457158929
118,-7.847827199852
119,7.557129684515658
120,-4.3964858288081
121,-3.7814234230346995
122,3.452688155727494
123,6.441088463894196
124,2.9258009578780113
125,-5.6275968309429745
126,-5.675643390057212
127,1.1025051159491832
128,2.2976998632761405
129,2.9369563536014347
130,4.207696398188774
131,-4.5130800078257325
132,7.7554943732716985
133,3.39425947199197
134,-2.180257539771697
135,3.29247734044159
136,-0.26718122821603707
137,-2.8584489137872735
138,-11.308391524119312
139,-7.462873676284284
140,-1.3120446527151177
141,-1.738009932050661
142,0.6036138818777979
143,-4.238223709524941
144,6.072345563150039
145,-1.0692977660769083
146,2.472713826417878
147,-3.371419989634201
148,3.538549758104003
149,-8.513401764630858
150,3.4814659757392645
151,-2.5541719699042305
152,-4.445444633168742
153,4.748316658469232
154,4.2193923482419775
155,-1.781581826595537
156,-3.4722753093141403
157,-0.8036971481275421
158,1.5230982490920524
159,-5.649022161440935
160,0.6363867023922929
161,6.172147852881127
162,1.5146385087305703
163,-2.234864043527749
164,0.7986917392521059
165,0.741435630594667
166,-7.001658369798641
167,-3.0669759686931672
168,-0.22104087799814898
169,1.3893358176257378
170,0.6693830339905564
171,4.801245872202865
172,0.7664424937718228
173,-5.8453907583285885
174,6.584292702018875
175,-6.280311490856927
176,-8.356104389079134
177,4.93449239481964
178,-1.3254111137817277
179,1.5983442465532198
180,4.6425042034411055
181,-7.554910744523913
182,2.9376286226311867
183,-2.958346675034213
184,0.2920484480906231
185,0.05236159046810518
186,-1.9049833880483122
187,5.901818186279872
188,1.240575592593146
189,-8.445233533804375
190,-3.603419159645247
191,1.7972762371994184
192,-2.980964223369612
193,-7.642679853076428
194,1.443459357301393
195,0.7931462941000025
196,-1.99431903875257
197,-2.47470218820148
198,-2.1779187738163497
199,-0.75224955409235
200,-5.717955765075848
201,-2.4516100103535887
202,-6.64516561531046
203,-0.2902646508930794
204,-3.2644720053205734
205,-3.082520140539784
206,-1.9606334618401737
207,0.42197168297898796
208,0.22613676429779994
209,-5.565333783060694
210,-5.836267377479343
211,9.08095952742025
212,2.4265502599962363
213,-1.2659322581397838
214,-9.695672952098178
215,6.9816056430317275
216,2.577852295829641
217,-4.91958617042633
218,1.1669195657614533
219,-3.11075215683437
220,-1.2800258175582055
221,-1.088172982027316
222,1.7435841916596932
223,1.7270679601315115
224,-8.41440990132617
225,-6.888354775270413
226,2.9107336710728475
227,0.7863635392364007
228,0.05746212984733767
229,1.2599225394774725
230,1.289040302151553
231,-1.9983651898935415
232,1.665981198687431
233,-4.164263560286421
234,-4.68444986236835
235,-4.277489932884834
236,-5.492489947477033
237,-5.690084276072396
238,6.6277777331638035
239,0.3053056362878841
240,-4.984631107043599
241,0.35591135944353447
242,-0.31637916217803497
243,-2.3579576242155467
244,5.416504253283181
245,5.0362625010219455
246,2.725554700445342
247,1.3524607533548596
248,-2.2237291408378095
249,8.632226556442664
250,-1.217167045034882
251,1.9149503729978623
252,-0.3405332315428249
253,-4.3837606281744765
254,5.733709581058796
255,-2.335351427647386
256,0.5327543533403005
257,-3.615606879615969
258,-2.8443110772033235
259,-3.012551276622106
260,0.9656632206414558
261,3.8659105652848216
262,-5.6833062296615555
263,2.062737551910888
264,-3.907016276572633
265,-2.872365352307271
266,-2.874414689533383
267,-11.258361846447716
268,2.654520147673256
269,-2.2500425167297173
270,-2.124156360871212
271,3.9964892925528255
272,1.4545169459451386
273,1.2090701048600587
274,1.1096925888174058
275,11.138441195447367
276,-0.7100010481767246
277,3.975215837620055
278,-4.58168396785835
279,-6.527935065926931
280,1.3812848211680242
281,2.1984801861110927
282,-1.463422625716706
283,-0.4474652093530193
284,-1.1527877860859708
285,-0.4477582801279374
286,0.6104548603104643
287,-2.714263929325504
288,2.8280472451651564
289,-0.1800379249531453
290,14.941623105634779
291,-1.9482028841073133
292,4.82635226775712
293,3.4983532161969495
294,-5.2719366459594434
295,3.5856113284296587
296,4.98439321202687
297,-0.8098280466431336
298,-13.28241211740624
299,-2.3005565362503706
300,-2.3043203722186716
301,1.894891055888626
302,5.168619065130103
303,4.946591822998575
304,0.2760462142671558
305,3.6261126311790775
306,-0.16156791875920506
307,1.841185002256254
308,-2.6950097045784
309,4.856748360478944
310,-0.8394855988038559
311,-0.6774143378574384
312,2.9622567105669133
313,0.5619842902100437
314,0.7551750975618295
315,-3.5007428688330373
316,0.445688685054314
317,3.9076123169223886
318,4.296642895636273
319,-8.372785421601051
320,-3.8229785444592155
321,2.2878413629039924
322,8.97334539531627
323,6.000485218271118
324,1.1317449517464162
325,-4.198361923124555
326,1.891702119830478
327,-2.7309543105580802
328,7.392277640731415
329,2.2231039596895887
330,-5.339210118845461
331,1.7864154401803158
332,-1.8105643956008437
333,-9.523546013650423
334,0.2412879428083023
335,-4.185829494172294
336,4.05215434818689
337,0.530553482367722
338,-0.0027869055594313963
339,-4.322134804266348
340,-3.3070012687305184
341,4.084603846094906
342,3.7856163341826927
343,6.086203686118811
344,0.8437125055320969
345,-2.5425927012067056
346,5.223606400658932
347,-1.4144056624492185
348,-1.9478265065455045
349,-2.483384006110475
350,-0.27623551866443197
351,-4.30458448756953
352,-1.161742843183271
353,2.731886589039593
354,-4.3672892327266055
355,-4.964069604518899
356,5.693637811488693
357,-6.072509477004769
358,-0.6326451595645011
359,-3.3226271194944323
360,2.213313884233851
361,0.6345431717984472
362,-4.431294113386723
363,-9.541807513691797
364,-1.088041711396198
365,0.8536812962312056
366,-0.6462739009722317
367,-0.22911606210677818
368,0.6889210401155075
369,7.155005573334648
370,-0.7909732146384854
371,3.6679976691053984
372,1.6705954944159498
373,-0.5942262830420478
374,2.900720039978965
375,-3.432619614190561
376,-2.706703498307083
377,-5.335087616459345
378,-0.7012144322752993
379,-0.39815226294604245
380,-1.1929790513830447
381,5.858634531152343
382,-0.6461286215225296
383,2.7339820072263854
384,4.134433581126159
385,-2.7482098530972543
386,6.895080720770672
387,-1.395081407827229
