individuals,es
0,-0.6633029246039186
1,-3.37608078436244
2,6.53819430615569
3,3.9440329575203323
4,-0.5011112696242688
5,4.188009840519574
6,2.9975744145074543
7,1.8382843495311612
8,0.5337378562226212
9,6.114030277635251
10,6.617853722977032
11,-0.3293107063075062
12,-5.771027251159154
13,6.126808430109413
14,-1.5609365993498165
15,-1.0658972795837662
16,-7.463612381426688
17,-1.2170091831701508
18,-3.2656926374267896
19,0.09983729314447654
20,5.108518181139184
21,-2.9077131521482027
22,-2.7241268052890057
23,-1.6606778877006407
24,1.1876285699953113
25,0.15899237448012424
26,0.2097235157688253
27,3.9415001162638035
28,0.7983201587896096
29,-3.487716516580016
30,-2.427056719514762
31,-3.82706767394143
32,1.465052395239117
33,3.8258075587891844
34,4.863405933921726
35,0.03127166703055151
36,-4.87743694451964
37,-1.4629996616209038
38,6.076568097666304
39,3.0315891408016666
40,-1.2803769100975404
41,-2.221556593326343
42,4.160397292196701
43,-1.0498496633068153
44,-9.390590917989378
45,0.8761323140908746
46,-0.4713295020265371
47,5.47096101023529
48,10.029768381437531
49,6.038541530848539
50,-0.4320923304346942
51,-0.5174006995529339
52,-4.610781444333524
53,-4.375823519600589
54,-5.025280064841326
55,4.699672233210476
56,1.777657905897626
57,-1.243095485024341
58,0.3120894726878157
59,3.6290149370030163
60,2.321753935068686
61,8.248580245743058
62,2.263339158788341
63,5.816443832452877
64,-5.68952666969825
65,-11.690517548110838
66,1.4459363294075585
67,7.876206362623455
68,-0.4480012147505402
69,-3.1450677586693536
70,-2.711325338787541
71,-4.479374093765139
72,2.4816785902936584
73,-3.661140304661153
74,-1.0299023711727875
75,3.953473266480261
76,3.972392130816675
77,-3.713874635748381
78,-2.595679619135474
79,6.309414996413267
80,-4.2275399129248425
81,7.724659961056362
82,9.249389047117205
83,1.70746335396302
84,-4.123965280163145
85,-6.811284468059859
86,3.5402967253015634
87,1.614767716666745
88,2.124834438882187
89,-2.651916345462878
90,1.1429621338799922
91,8.655799335370897
92,-0.6756968647006381
93,-2.954498611061165
94,7.454452162956277
95,-8.469403866746967
96,3.266916940215571
97,-4.238480501282661
98,1.6368935868434251
99,1.3853425644511281
100,4.5050847329619605
101,4.529263334474459
102,-4.596249210931861
103,0.5860477026931965
104,-0.06759504471943467
105,-2.60006017925956
106,-1.4832040450997415
107,5.512818745321465
108,8.152159399179329
109,-0.627596568693666
110,-1.1833437469296035
111,-3.3284073941564687
