individuals,es
0,-0.398050709700038
1,-1.9999337332163831
2,1.9985404081281206
3,1.1409121564402795
4,1.1095832401217582
5,1.9731311329694208
6,1.851782385559577
7,1.4296698034411934
8,0.35893619133859894
9,1.9528104517137392
10,2.004735881520472
11,-0.4939899173596951
12,-1.9795169346512673
13,2.141892519508039
14,-0.3522360123057285
15,-0.38068759648247863
16,-2.1061464308945452
17,-1.4518687040279097
18,-1.8456894658876888
19,-0.46469015764402705
20,1.7617113311228247
21,-1.8265630337982617
22,-1.7946882983088086
23,-1.6446406975014136
24,0.7442362305175789
25,0.06756254387112287
26,0.8118999490907569
27,0.3581285554948327
28,0.5967294333832761
29,0.0016005908187655127
30,-0.7070384095278363
31,-1.1012304614507413
32,1.4748886792251041
33,0.9067686166538726
34,1.5640463137725074
35,-0.5484155036353496
36,-0.8021524109966925
37,-0.022155376805212124
38,1.7644630249932935
39,-0.12044662151630114
40,-0.6154814650606999
41,0.09842178189629525
42,0.5782811335096679
43,-0.6288311485002908
44,-2.155945060012846
45,0.9615286015920006
46,1.3721673330677167
47,0.7162264445171496
48,2.2553794784567796
49,2.8102448131379028
50,1.3315183295744428
51,-0.2986796264000586
52,-0.42617347138997164
53,-1.712667659930072
54,-1.9437856615390823
55,1.5214834623340094
56,0.6826327122658865
57,0.14181457555759652
58,0.1769298769934558
59,0.5351488610989976
60,0.9456255873148778
61,2.143321266096871
62,1.1523626620772207
63,2.819221470231813
64,-2.41322023612932
65,-3.8035272517173047
66,1.0553225626529787
67,1.536431530720157
68,0.18829720779780085
69,0.14822419823012112
70,-0.39865141828902323
71,-0.3057059021829984
72,1.1118338196545672
73,-1.1186727733275939
74,-0.14793649318129287
75,3.810691763712078
76,0.8347439776674295
77,-1.4977576818636318
78,-1.4815123528690575
79,1.7791587167238982
80,-2.1848196315833612
81,3.490439537487922
82,3.698202381314779
83,1.2083930209546836
84,-0.9492423748000117
85,-1.664044712105626
86,2.190935962346736
87,1.4775366166703592
88,0.9456011462583797
89,-1.573354100776037
90,-0.06234562063425586
91,4.553216800603275
92,0.334428666823921
93,0.900519231550591
94,1.915390090413221
95,-2.851435783595019
96,0.7473148866659458
97,-1.3508140365317742
98,-0.9696401306187459
99,1.0563580117032836
100,0.1607000040658464
101,1.918864819143423
102,-0.08554303246065365
103,-0.23500114886811052
104,0.9267485824890043
105,-0.45367935016424754
106,0.04247681007749282
107,2.2660151778773328
108,2.978399072897627
109,-0.9045065528954513
110,1.0602522332735553
111,-1.529256277736447
112,0.4601121162152782
113,2.7697024643175983
114,-1.3126769764604835
115,1.2754655750793722
116,0.6663677239227574
117,-3.8663961956229644
118,-1.3210572755813155
119,1.3359993168371427
120,-2.424032516840561
121,0.8430626232120639
122,0.3376135007733069
123,2.082494540882807
124,1.0526317387030815
125,-0.6126223274364082
126,-0.22353711739978488
127,-0.5424837483016108
128,0.8656284844405138
129,1.4804669591495898
130,-3.43945576020611
131,-0.7473521123678343
132,2.454806398781466
133,-0.08598365387426081
134,0.16805498147330078
135,1.527364687485848
136,-2.0218799767134965
137,3.442114314761654
138,0.5644770093420763
139,0.5484142445914855
140,-1.4629093392785832
141,1.698629549717505
142,-1.0671478896740991
143,1.811376475291111
144,0.945272202744676
145,-0.6788643684949258
146,-0.6641438180717282
147,-2.122888299859285
148,-0.9422241116710406
149,1.3295810768086174
150,0.6102049385411039
151,-2.4086540032995782
152,-1.6355525450482995
153,2.141410425629522
154,3.2249295225888877
155,0.8044418358833034
156,1.016468543855402
157,-0.602170659501486
158,-0.8591784977313405
159,0.12720632354075112
160,-0.3379673228552049
161,-0.26041893867728577
162,1.3334660166816772
163,-2.539615477784145
164,1.4890490279544402
165,0.7676387922009844
166,-0.37118979573508915
167,-0.07423572198213176
168,-2.8829490672434845
169,0.6483660065656882
170,1.6147119600029098
171,1.0892150591312573
172,0.9669642444917659
173,-2.1853620725147604
174,1.7115649243605682
175,2.1000751515726193
176,0.008766611387265977
177,0.6928314148885327
178,-0.2056533963749632
179,0.1289427511743501
180,1.3219827208864712
181,-1.3155461194325604
182,0.6723236545684362
183,5.550435143192299
184,-0.21609618747842185
185,-0.5972127297467775
186,-2.516256886197132
187,0.996329470988562
188,0.7625464057771771
189,2.702722314363783
190,-0.6635132464574085
191,1.066897882418686
192,-1.30954901387093
193,1.0802734593442636
194,-1.6543077936102866
195,0.5186839141714084
196,-1.5866861421014922
197,0.7531662178891263
198,2.861081968442056
199,-1.118792290823886
200,-3.3221223457070383
201,-1.61708346947729
202,1.0920280351316511
203,-1.8686869899248233
204,-0.04519696215804425
205,0.6875523595074413
206,1.1690181623677776
207,0.5435727909017622
208,-0.9038217702131531
209,-0.02995770464596198
210,-0.1203921786719005
211,0.9095061751982438
212,-2.765125869507651
213,1.157721158493342
214,0.43755135342840085
215,0.22543456269171114
216,2.779618268855716
217,-0.6688836690845562
218,-0.8576803562772014
219,-2.7018797195229847
220,-0.6601397408972316
221,3.5741559452163405
222,-1.0974262184201744
223,0.12434457853188652
224,-0.8932729909223862
225,1.6557905506303117
226,1.6968332998242672
227,-1.2666363280718786
228,-0.3325987118671516
229,-0.17536635325326339
230,-0.8822643582820172
231,-0.5454044408667849
232,-1.3425869017969996
233,-1.2535615645795646
234,-1.9616183162644552
235,-1.2420703081454831
236,-0.31518479651463177
237,1.1435900151010476
238,0.9607206294281856
239,1.878328052531943
240,0.02279226855423082
241,0.06504046853463358
242,-1.3423102677562955
243,0.2661142689657908
244,1.6021365421530207
245,-0.4311332390079874
246,-0.7633675350177709
247,0.11777902917253269
248,0.031750504306200855
249,3.877117919846609
250,1.6223319401286374
251,1.5178792238645316
252,2.3003258555353336
253,-1.278911738915247
254,0.219138129377781
255,1.4180963173600418
256,-0.7948163985743878
257,1.5896116219039629
258,-0.8606526045346388
259,0.9974730576164053
260,-0.2805036241510328
261,1.3918496847738613
262,2.0615057076851593
263,1.1889193852409814
264,0.9345374714808983
265,-0.6094599841831814
266,0.5279557076413759
267,-0.9145759202553995
268,-0.5146923860878018
269,-0.08746809810749112
270,-0.2583845196652361
271,0.19226389727220455
272,-0.3486253982371953
273,0.16239475851304053
274,-0.22839608461369515
275,2.64105280255136
276,-0.28057603707708956
277,0.27077218334695247
278,-0.13395499293020796
279,2.7618069592837617
280,2.9203678722640074
281,0.6039961717716802
282,2.534139978330734
283,0.5920370996831411
284,1.5484200822768925
285,0.6066558631582502
286,-0.11998308096817478
287,-1.2440959269898901
288,-2.7105532072234535
289,-0.4039542346346615
290,-0.4729625467484802
291,-2.085318247939669
292,2.6239541618676085
293,3.9167026960712303
294,-1.0521382455593318
295,0.4182602804864899
296,0.6456458664067422
297,-0.14698942497564538
298,-0.05161082451826404
299,0.6392727467607606
300,3.8518165280986922
301,3.2275970945721117
302,-0.5174481566426056
303,-0.37523754868005343
304,0.8862300971475638
305,-1.6163255766752809
306,2.5340105154761647
307,-0.5263572052131695
308,-0.9441094801035588
309,3.0289143714932987
310,1.2760665700289198
311,0.5137936140656836
312,3.5501006881755344
313,-1.050561272801023
314,1.5918334048550715
315,-3.491915089484027
316,1.085868790133787
317,-2.9175319345905986
318,-0.016837260303056434
319,0.9636187254173914
320,1.0582687360363623
321,0.6144445695435838
322,2.174642386067505
323,0.9544210489238493
324,0.08234115164995581
325,-2.4367386735593963
326,1.2341737691433101
327,-0.9168612895213426
328,-0.8417115821660981
329,-0.05736437992638324
330,1.3760744216908183
331,-0.9752950228929258
332,2.5871230226314803
333,-0.5283669678850296
334,2.1753437068246035
335,2.9662134472824064
336,-1.0696998507378286
337,-0.4660839024166599
338,-2.09781117140901
339,-1.4474910600118773
340,0.0853652341789855
341,0.7933731455630499
342,0.35703502129147163
343,0.8443637904622984
344,2.4592695917860157
345,0.9748915958095099
346,2.1316265404326917
347,-0.9295146282816203
348,-0.6992465018308422
